RMS,Peak,Mean,STD,Energy,Label
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61444,1,-0.036157,0.61369,377.9198,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60743,1,-0.040761,0.60636,369.3366,Sag
0.77879,1.3093,0.019666,0.77893,607.1217,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80071,1.3947,0.025101,0.80072,641.7845,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.759,1.2292,0.014577,0.75923,576.6496,Swell
0.87996,1.6834,0.043462,0.87932,775.0976,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60873,1,-0.039845,0.60772,370.9181,Sag
0.60398,1,-0.043378,0.60272,365.1567,Sag
0.87348,1.6608,0.042021,0.8729,763.728,Swell
0.81532,1.4501,0.028623,0.81523,665.4192,Swell
0.8758,1.6689,0.042538,0.8752,767.787,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60905,1,-0.039625,0.60806,371.3074,Sag
0.85249,1.5863,0.037287,0.8521,727.4667,Swell
0.77276,1.2852,0.018136,0.77293,597.7545,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75954,1.2315,0.014719,0.75977,577.4732,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77939,1.3116,0.019818,0.77953,608.0589,Swell
0.76607,1.2582,0.016418,0.76628,587.4526,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64928,1,-0.019539,0.64931,421.9851,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6481,1,-0.020011,0.64811,420.4501,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.65025,1,-0.019153,0.6503,423.2512,Sag
0.80337,1.4049,0.025747,0.80336,646.047,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8758,1.6689,0.042538,0.8752,767.792,Swell
0.60527,1,-0.042365,0.60408,366.715,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62719,1,-0.029245,0.62682,393.7604,Sag
0.84505,1.5595,0.035582,0.84472,714.816,Swell
0.85077,1.5801,0.036893,0.85039,724.5265,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80129,1.3969,0.025241,0.80129,642.7033,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77029,1.2753,0.017505,0.77048,593.9459,Swell
0.63249,1,-0.026714,0.63224,400.4471,Sag
0.86574,1.6335,0.040287,0.86523,750.2533,Swell
0.63697,1,-0.024692,0.6368,406.1305,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.79648,1.3784,0.024066,0.79651,635.0129,Swell
0.63285,1,-0.026549,0.63261,400.8991,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.80917,1.4269,0.027149,0.80912,655.4157,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61897,1,-0.033535,0.61837,383.5111,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79429,1.37,0.023528,0.79434,631.5239,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.88233,1.6917,0.043989,0.88168,779.2921,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62657,1,-0.029554,0.62618,392.9763,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6246,1,-0.030545,0.62416,390.5094,Sag
0.81957,1.466,0.029633,0.81944,672.3604,Swell
0.81992,1.4673,0.029717,0.81979,672.9429,Swell
0.60815,1,-0.04025,0.60712,370.2119,Sag
0.83549,1.5248,0.033373,0.83524,698.7486,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61045,1,-0.03868,0.60953,373.0218,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85428,1.5928,0.037695,0.85388,730.5299,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6054,1,-0.042261,0.60423,366.8784,Sag
0.80371,1.4062,0.025829,0.80369,646.593,Swell
0.7956,1.375,0.02385,0.79564,633.6124,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79883,1.3875,0.02464,0.79884,638.7603,Swell
0.62524,1,-0.030219,0.62482,391.3138,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85411,1.5922,0.037657,0.85371,730.2413,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84924,1.5747,0.036544,0.84888,721.9333,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62416,1,-0.030768,0.62371,389.9654,Sag
0.86729,1.639,0.040635,0.86677,752.941,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60743,1,-0.040761,0.60636,369.3359,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64955,1,-0.01943,0.64959,422.3428,Sag
0.84686,1.5661,0.035998,0.84652,717.8872,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.76444,1.2515,0.015995,0.76465,584.9454,Swell
0.78626,1.3387,0.021539,0.78635,618.8166,Swell
0.78005,1.3142,0.019984,0.78018,609.0843,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61009,1,-0.03892,0.60915,372.5792,Sag
0.83421,1.5201,0.033073,0.83397,696.5953,Swell
0.87921,1.6809,0.043298,0.87859,773.7918,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77455,1.2924,0.018592,0.77471,600.5279,Swell
0.61126,1,-0.038148,0.61038,374.0152,Sag
0.62249,1,-0.031637,0.62199,387.8774,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61577,1,-0.035367,0.61506,379.5501,Sag
0.86012,1.6136,0.03902,0.85967,740.5517,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81389,1.4447,0.028281,0.81381,663.0799,Swell
0.61384,1,-0.036524,0.61306,377.1778,Sag
0.6106,1,-0.038583,0.60968,373.2006,Sag
0.77069,1.2769,0.017607,0.77088,594.5597,Swell
0.64126,1,-0.022833,0.64117,411.6239,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60445,1,-0.043005,0.60322,365.7222,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60874,1,-0.039834,0.60774,370.9371,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77999,1.314,0.019969,0.78012,608.9926,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84571,1.5619,0.035735,0.84538,715.9475,Swell
0.62618,1,-0.029746,0.62578,392.4918,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61604,1,-0.035207,0.61534,379.8873,Sag
0.61693,1,-0.034689,0.61626,380.9868,Sag
0.84674,1.5657,0.035972,0.8464,717.6908,Swell
0.63148,1,-0.027185,0.63121,399.166,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64746,1,-0.020268,0.64747,419.623,Sag
0.61977,1,-0.033094,0.6192,384.5032,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6185,1,-0.033798,0.61789,382.9269,Sag
0.84451,1.5576,0.035459,0.84419,713.9154,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.8676,1.6401,0.040706,0.86708,753.4906,Swell
0.64911,1,-0.019608,0.64913,421.7604,Sag
0.84263,1.5508,0.035026,0.84232,710.7356,Swell
0.63656,1,-0.02487,0.6364,405.6185,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78242,1.3236,0.020579,0.78254,612.7901,Swell
0.79386,1.3683,0.023423,0.79391,630.8468,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79205,1.3613,0.022976,0.79211,627.9683,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62268,1,-0.031534,0.62219,388.1219,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6118,1,-0.037804,0.61093,374.6695,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.82185,1.4745,0.030174,0.82171,676.1187,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78702,1.3417,0.021729,0.78711,620.0179,Swell
0.7756,1.2966,0.018859,0.77576,602.1576,Swell
0.83333,1.5169,0.03287,0.8331,695.1412,Swell
0.79009,1.3537,0.022493,0.79017,624.8738,Swell
0.6046,1,-0.042884,0.60338,365.9074,Sag
0.84144,1.5465,0.034751,0.84114,708.7281,Swell
0.62282,1,-0.031461,0.62234,388.2955,Sag
0.60338,1,-0.043867,0.60209,364.4336,Sag
0.61561,1,-0.035461,0.6149,379.3555,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61263,1,-0.037273,0.6118,375.695,Sag
0.60962,1,-0.039237,0.60866,372.0041,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.86206,1.6205,0.039457,0.86158,743.8831,Swell
0.81315,1.4419,0.028104,0.81307,661.8753,Swell
0.8552,1.596,0.037903,0.85478,732.0904,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63184,1,-0.027015,0.63158,399.6259,Sag
0.60264,1,-0.044486,0.6013,363.541,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64237,1,-0.022362,0.6423,413.0553,Sag
0.63609,1,-0.025082,0.63591,405.0094,Sag
0.60779,1,-0.040504,0.60674,369.7729,Sag
0.61126,1,-0.03815,0.61037,374.0116,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6171,1,-0.034593,0.61644,381.1946,Sag
0.7848,1.333,0.021177,0.78491,616.5344,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61707,1,-0.034608,0.61641,381.1616,Sag
0.60652,1,-0.041418,0.60541,368.2397,Sag
0.64045,1,-0.023179,0.64035,410.5802,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.84291,1.5518,0.03509,0.8426,711.2098,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62159,1,-0.03211,0.62107,386.7654,Sag
0.78881,1.3487,0.022174,0.78889,622.8441,Swell
0.6029,1,-0.04427,0.60157,363.8499,Sag
0.60697,1,-0.041089,0.60588,368.784,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61732,1,-0.034468,0.61666,381.4639,Sag
0.76228,1.2427,0.015435,0.7625,581.6513,Swell
0.60298,1,-0.044204,0.60165,363.9436,Sag
0.84238,1.5499,0.034968,0.84208,710.3164,Swell
0.62967,1,-0.02804,0.62936,396.8833,Sag
0.86996,1.6484,0.041235,0.86942,757.5934,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64833,1,-0.019918,0.64835,420.7519,Sag
0.8178,1.4594,0.029212,0.81768,669.459,Swell
0.64549,1,-0.021067,0.64547,417.0783,Sag
0.6145,1,-0.036123,0.61375,377.9891,Sag
0.60282,1,-0.044336,0.60149,363.7554,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63389,1,-0.02607,0.63367,402.2232,Sag
0.60964,1,-0.039223,0.60868,372.0292,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.7969,1.3801,0.02417,0.79693,635.6896,Swell
0.80278,1.4026,0.025604,0.80278,645.1044,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63387,1,-0.026082,0.63365,402.1894,Sag
0.60683,1,-0.041194,0.60573,368.61,Sag
0.86416,1.6279,0.039932,0.86367,747.523,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.86025,1.614,0.039049,0.85979,740.769,Swell
0.63199,1,-0.026949,0.63173,399.8061,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63606,1,-0.025093,0.63588,404.9794,Sag
0.62884,1,-0.028438,0.62852,395.8412,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.7547,1.2115,0.013448,0.75496,570.1475,Swell
0.77478,1.2933,0.01865,0.77494,600.8807,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.87873,1.6792,0.043189,0.8781,772.9319,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62161,1,-0.032103,0.62109,386.7803,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60415,1,-0.043244,0.6029,365.3596,Sag
0.81798,1.46,0.029256,0.81787,669.761,Swell
0.62631,1,-0.029679,0.62592,392.6599,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62514,1,-0.03027,0.62472,391.1877,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81301,1.4414,0.02807,0.81293,661.6445,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.7812,1.3188,0.020274,0.78133,610.8861,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.64152,1,-0.022721,0.64144,411.9615,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.84743,1.5681,0.03613,0.84709,718.8625,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62462,1,-0.030531,0.62419,390.544,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6279,1,-0.028894,0.62755,394.6588,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.88454,1.6994,0.044478,0.88387,783.2,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62295,1,-0.031396,0.62247,388.4512,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.87248,1.6573,0.041797,0.87191,761.9786,Swell
0.87945,1.6817,0.043349,0.87882,774.1997,Swell
0.62314,1,-0.031296,0.62266,388.691,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.80512,1.4116,0.026172,0.8051,648.8719,Swell
0.81273,1.4404,0.028004,0.81266,661.1977,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8003,1.3931,0.025001,0.80031,641.1273,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.7947,1.3716,0.023628,0.79474,632.1745,Swell
0.61814,1,-0.034002,0.61751,382.4775,Sag
0.8756,1.6682,0.042495,0.87501,767.4481,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.85446,1.5934,0.037735,0.85405,730.8314,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77732,1.3034,0.019295,0.77747,604.8335,Swell
0.64128,1,-0.022825,0.64119,411.6484,Sag
0.62359,1,-0.031064,0.62312,389.248,Sag
0.6472,1,-0.020373,0.6472,419.2848,Sag
0.61011,1,-0.038907,0.60917,372.6027,Sag
0.633,1,-0.026481,0.63276,401.0869,Sag
0.63425,1,-0.025907,0.63404,402.6784,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.6028,1,-0.044349,0.60147,363.7363,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60268,1,-0.044458,0.60133,363.5807,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.77848,1.308,0.019589,0.77863,606.6444,Swell
0.84793,1.5699,0.036244,0.84758,719.7066,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.63802,1,-0.02423,0.63787,407.4719,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.86975,1.6477,0.041187,0.86921,757.223,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.83047,1.5064,0.032202,0.83026,690.3749,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64431,1,-0.021554,0.64427,415.5505,Sag
0.86374,1.6264,0.039837,0.86325,746.7976,Swell
0.83467,1.5218,0.033181,0.83442,697.3656,Swell
0.62884,1,-0.028438,0.62851,395.8397,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60985,1,-0.039081,0.6089,372.2866,Sag
0.7784,1.3077,0.019568,0.77855,606.5169,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61305,1,-0.037015,0.61223,376.2007,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63059,1,-0.027602,0.6303,398.0468,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76411,1.2502,0.01591,0.76432,584.4425,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.76149,1.2395,0.015229,0.76172,580.4467,Swell
0.81461,1.4474,0.028454,0.81452,664.2601,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60861,1,-0.039929,0.6076,370.7706,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.83992,1.5409,0.0344,0.83964,706.1738,Swell
0.76334,1.247,0.01571,0.76356,583.2672,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61037,1,-0.03873,0.60945,372.9281,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.83894,1.5374,0.034173,0.83866,704.5254,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.60495,1,-0.042607,0.60375,366.3351,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.86048,1.6149,0.039102,0.86003,741.174,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.83077,1.5075,0.032271,0.83055,690.8626,Swell
0.79169,1.3599,0.022888,0.79176,627.4065,Swell
0.61496,1,-0.035846,0.61422,378.5563,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.81554,1.4509,0.028676,0.81545,665.776,Swell
0.60457,1,-0.042909,0.60335,365.8686,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.6497,1,-0.019371,0.64974,422.5347,Sag
0.80887,1.4258,0.027077,0.80882,654.927,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77464,1.2927,0.018614,0.7748,600.6631,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.85261,1.5868,0.037315,0.85222,727.6758,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.8084,1.424,0.026963,0.80835,654.1635,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64044,1,-0.02318,0.64034,410.5767,Sag
0.60316,1,-0.044048,0.60185,364.17,Sag
0.6258,1,-0.029937,0.62539,392.0153,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62158,1,-0.032115,0.62106,386.7538,Sag
0.85737,1.6038,0.038396,0.85694,735.8162,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.62432,1,-0.030688,0.62387,390.16,Sag
0.80289,1.403,0.02563,0.80288,645.2719,Swell
0.62858,1,-0.028565,0.62825,395.5089,Sag
0.79122,1.3581,0.022772,0.79129,626.6596,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.61656,1,-0.034906,0.61588,380.5233,Sag
0.76408,1.2501,0.015902,0.76429,584.399,Swell
0.63322,1,-0.026377,0.63299,401.3722,Sag
0.75534,1.2141,0.013615,0.75559,571.1041,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78574,1.3367,0.021411,0.78584,618.0101,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.78475,1.3328,0.021163,0.78485,616.4453,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.63529,1,-0.025437,0.6351,403.9999,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61404,1,-0.036401,0.61327,377.425,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.82833,1.4985,0.0317,0.82814,686.8178,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.60581,1,-0.041948,0.60466,367.3781,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.82689,1.4932,0.031363,0.82671,684.4373,Swell
0.63454,1,-0.025778,0.63433,403.0409,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.77268,1.2848,0.018114,0.77285,597.6241,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64675,1,-0.020556,0.64674,418.6993,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.79097,1.3571,0.022708,0.79103,626.2521,Swell
0.61472,1,-0.035992,0.61397,378.2567,Sag
0.6081,1,-0.040284,0.60707,370.1526,Sag
0.70675,1,1.0433e-18,0.70711,500,Normal
0.62134,1,-0.032246,0.62081,386.4481,Sag
0.86592,1.6341,0.040327,0.86541,750.5648,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.83303,1.5158,0.032799,0.8328,694.6329,Swell
0.64782,1,-0.020122,0.64783,420.0941,Sag
0.85428,1.5927,0.037694,0.85387,730.5244,Swell
0.70675,1,1.0433e-18,0.70711,500,Normal
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.64025,1,-0.023265,0.64014,410.3251,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.70675,1,1.0433e-18,0.70711,500,Normal
0.88193,1.6903,0.0439,0.88128,778.5778,Swell
0.63082,1,-0.027497,0.63053,398.3283,Sag
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.81068,1.4326,0.027511,0.81062,657.8566,Swell
0.75129,0.9,-5.073e-18,0.75166,565,Harmonic
0.61934,1,-0.03333,0.61875,383.9697,Sag
0.62331,1,-0.031204,0.62284,388.91,Sag
